Id,Name,Name [Scene]
28247,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭
28249,記得截圖,數字解謎
28250,記得截圖,拼圖
28251,告示牌-2線索,數字解謎-att
28252,記得截圖,數字解謎-att
28253,記得截圖,拼圖-複製
28254,恐怖音樂-2.mp4,粽邪第六關解謎
28255,treasure_chest-複製,數字解謎-att
28256,客運,苗栗車站demo-2
28257,夜市,苗栗車站demo-2
28258,客運,苗栗車站demo-2
28259,treasure_chest-替換,數字解謎
28260,ubike ,苗栗車站demo-2
28261,恐怖音樂-2.mp4,粽邪第六關-2
28262,3D場景內資訊.png,粽邪第六關-2
28263,鍾馗解謎說明7.png,粽邪第六關-2
28279,紅色箭頭-油紙傘,粽邪第六關-2
28292,女鬼笑2.mp4,粽邪第六關-2
28293,ghost girl2-替換.glb,粽邪第六關-2
28294,女鬼笑.mp4,粽邪第六關-2
28295,ghost girl-替換.glb,粽邪第六關-2
28296,蝙蝠解謎說明9.png,粽邪第六關-2
28305,紅色箭頭-鏟子,粽邪第六關-2
28322,蝙蝠-替換(迷宮1),粽邪第六關-2
28325,蝙蝠解謎說明1.png,粽邪第六關-2
28329,鍾馗解謎說明4.png,粽邪第六關-2
28330,鍾馗解謎說明3.png,粽邪第六關-2
28331,鍾馗解謎說明2.png,粽邪第六關-2
28332,鍾馗解謎說明1.png,粽邪第六關-2
28337,標記點-怨靈2.png,粽邪第六關-2
28338,標記點-怨靈1.png,粽邪第六關-2
28340,紅色箭頭-怨靈2,粽邪第六關-2
28343,油紙傘,粽邪第六關-2
28344,紅色箭頭-怨靈1,粽邪第六關-2
28346,鍾馗問券.png,粽邪第六關-2
28350,標記點-油紙傘.png,粽邪第六關-2
28351,鏟子,粽邪第六關-2
28352,迷宮1,粽邪第六關-2
28354,蝙蝠(迷宮1),粽邪第六關-2
28355,第8關玩法,拼圖-複製
28357,place1,數字解謎
28358,第10關玩法,拼圖
28359,place2,數字解謎-att
28360,煙火聲音,大稻埕-貨櫃碼頭
28361,愛心氣泡-1,大稻埕-貨櫃碼頭
28362,愛心氣泡-2,大稻埕-貨櫃碼頭
28363,愛心氣泡-3,大稻埕-貨櫃碼頭
28364,愛心氣泡-4,大稻埕-貨櫃碼頭
28365,愛心氣泡_v2-4,大稻埕-貨櫃碼頭3
28366,愛心氣泡_v2-3,大稻埕-貨櫃碼頭3
28367,愛心氣泡_v2-2,大稻埕-貨櫃碼頭3
28368,愛心氣泡_v2-1,大稻埕-貨櫃碼頭3
28369,煙火聲音,大稻埕-貨櫃碼頭3
28434,8-煙火_blue+purple_B_v3,大稻埕-貨櫃碼頭3
28435,7-煙火_B_白紫,大稻埕-貨櫃碼頭3
28436,6-煙火_B定點_藍綠,大稻埕-貨櫃碼頭3
28437,5-煙火_B定點_藍紅,大稻埕-貨櫃碼頭3
28438,4-煙火_white+yello_B_v4,大稻埕-貨櫃碼頭3
28439,3-煙火_green+red_B_v3,大稻埕-貨櫃碼頭3
28440,1-煙火_B_v3,大稻埕-貨櫃碼頭3
28441,2-煙火_white+blue_B_v4,大稻埕-貨櫃碼頭3
28447,海豚_v9,大稻埕-貨櫃碼頭3
28449,愛心氣球-1,大稻埕-貨櫃碼頭3
28450,手工愛心氣球-紅,大稻埕-貨櫃碼頭3
28451,愛心氣球-3,大稻埕-貨櫃碼頭3
28452,愛心氣球-4,大稻埕-貨櫃碼頭3
28455,愛心氣球-5,大稻埕-貨櫃碼頭3
28457,愛心氣球-6,大稻埕-貨櫃碼頭3
28458,手工愛心氣球-紅,大稻埕-貨櫃碼頭3
28479,愛心氣球_藍色,大稻埕-貨櫃碼頭
28480,頭份2-1F,龍炎龍裕
28481,圖,動作：轉換朝向
28482,圖,動作：往目標移動
28483,目標圖,動作：往目標移動
28485,資訊球-123,niho-bug
28486,"GiftBox_(0,-5,-45,-50)",大稻埕-貨櫃碼頭_niho測試
28487,愛心氣泡-4,大稻埕-貨櫃碼頭_niho測試
28488,愛心氣泡-3,大稻埕-貨櫃碼頭_niho測試
28489,愛心氣泡-2,大稻埕-貨櫃碼頭_niho測試
28490,愛心氣泡-1,大稻埕-貨櫃碼頭_niho測試
28491,煙火聲音,大稻埕-貨櫃碼頭_niho測試
28492,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28493,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28494,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28495,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28496,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28497,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28498,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28499,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28500,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28501,導覽員對話框_A-1-2_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28502,導覽員對話框_H-6_活動航班資訊(圖),大稻埕-貨櫃碼頭_niho測試
28503,導覽員對話框_H-5&7_這週煙火&主題日與店家優惠(,大稻埕-貨櫃碼頭_niho測試
28504,導覽員對話框_G-11_搶禮物遊戲,大稻埕-貨櫃碼頭_niho測試
28505,導覽員對話框_G-10_想拍出獨一無二的AR網美照嗎,大稻埕-貨櫃碼頭_niho測試
28506,導覽員對話框_G-9_收集遊戲,大稻埕-貨櫃碼頭_niho測試
28507,導覽員對話框_G-8_AR光球內集結多家大稻埕商家,大稻埕-貨櫃碼頭_niho測試
28508,導覽員對話框_G-7_不論你是誰,大稻埕-貨櫃碼頭_niho測試
28509,導覽員對話框_G-6-3_常見問題三,大稻埕-貨櫃碼頭_niho測試
28510,導覽員對話框_G-6-2_常見問題二,大稻埕-貨櫃碼頭_niho測試
28511,導覽員對話框_G-6-1_常見問題一,大稻埕-貨櫃碼頭_niho測試
28512,導覽員對話框_G-6_淡水河,大稻埕-貨櫃碼頭_niho測試
28513,導覽員對話框_G-5_8月煙火主題,大稻埕-貨櫃碼頭_niho測試
28514,導覽員對話框_F-11_AR搶禮物遊戲,大稻埕-貨櫃碼頭_niho測試
28515,導覽員對話框_F-10_AR網美拍照打卡區,大稻埕-貨櫃碼頭_niho測試
28516,導覽員對話框_F-9_AR收集物件遊戲,大稻埕-貨櫃碼頭_niho測試
28517,導覽員對話框_F-8_AR光球資訊看板,大稻埕-貨櫃碼頭_niho測試
28518,導覽員對話框_F-7_主題日與店家優惠,大稻埕-貨櫃碼頭_niho測試
28519,導覽員對話框_F-6_活動航班資訊,大稻埕-貨櫃碼頭_niho測試
28520,導覽員對話框_F-5_各週煙火主題,大稻埕-貨櫃碼頭_niho測試
28521,導覽員對話框_E-8_限定活動地點體驗AR互動內容,大稻埕-貨櫃碼頭_niho測試
28522,導覽員對話框_E-5_2023大稻埕夏日節煙火,大稻埕-貨櫃碼頭_niho測試
28523,導覽員對話框_E-4_域內目前共放置了4個垃圾桶，,大稻埕-貨櫃碼頭_niho測試
28524,導覽員對話框_E-3_貨櫃市集共有兩處廁所，可參,大稻埕-貨櫃碼頭_niho測試
28525,導覽員對話框_E-2_「大稻埕碼頭貨櫃市集」讓你,大稻埕-貨櫃碼頭_niho測試
28526,導覽員對話框_D-8_大稻埕AR樂悠遊,大稻埕-貨櫃碼頭_niho測試
28527,導覽員對話框_D-5_大稻埕夏日節,大稻埕-貨櫃碼頭_niho測試
28528,導覽員對話框_C-5_目前最新活動有「大稻埕夏日,大稻埕-貨櫃碼頭_niho測試
28529,導覽員對話框_D-4_垃圾桶,大稻埕-貨櫃碼頭_niho測試
28530,導覽員對話框_D-3_化妝室,大稻埕-貨櫃碼頭_niho測試
28531,導覽員對話框_D-2_攤位介紹,大稻埕-貨櫃碼頭_niho測試
28532,導覽員對話框_C-2_請問您想尋找周邊哪些設施呢,大稻埕-貨櫃碼頭_niho測試
28533,導覽員對話框_B-5_最新活動資訊,大稻埕-貨櫃碼頭_niho測試
28534,導覽員對話框_B-2_尋找週邊設施,大稻埕-貨櫃碼頭_niho測試
28535,導覽員對話框_A-1_您好，我是大稻埕專屬AR導覽,大稻埕-貨櫃碼頭_niho測試
28536,導覽員對話框_A-0_請點我,大稻埕-貨櫃碼頭_niho測試
28537,導覽員_G-11_搶禮物遊戲,大稻埕-貨櫃碼頭_niho測試
28538,導覽員_G-10_想拍出獨一無二的AR網美照嗎？mp4,大稻埕-貨櫃碼頭_niho測試
28539,導覽員_G-9_收集遊戲,大稻埕-貨櫃碼頭_niho測試
28540,導覽員_G-8_AR光球內集結多家大稻埕商家資訊,大稻埕-貨櫃碼頭_niho測試
28541,導覽員_G-7_不論你是誰,大稻埕-貨櫃碼頭_niho測試
28542,導覽員_G-6-3_常見問題三,大稻埕-貨櫃碼頭_niho測試
28543,導覽員_G-6-2_常見問題二,大稻埕-貨櫃碼頭_niho測試
28544,導覽員_G-6-1_常見問題一,大稻埕-貨櫃碼頭_niho測試
28545,導覽員_G-6_淡水河,大稻埕-貨櫃碼頭_niho測試
28546,導覽員_G-5_8月煙火主題,大稻埕-貨櫃碼頭_niho測試
28547,導覽員_E-8_限定活動地點體驗AR互動內容,大稻埕-貨櫃碼頭_niho測試
28548,導覽員_E-5_2023大稻埕夏日節煙火,大稻埕-貨櫃碼頭_niho測試
28549,導覽員_E-4_域內目前共放置了4個垃圾桶，分別放置在貨櫃市集的前段、中段、後段,大稻埕-貨櫃碼頭_niho測試
28550,導覽員_E-3_貨櫃市集共有兩處廁所，可參考圖片紅框處前往,大稻埕-貨櫃碼頭_niho測試
28551,導覽員_E-2_「大稻埕碼頭貨櫃市集」讓你秒飛異國河畔,大稻埕-貨櫃碼頭_niho測試
28552,導覽員_B-5_目前最新活動有「大稻埕夏日節」與「大稻埕AR樂悠遊」請問您想了解哪個活動呢？,大稻埕-貨櫃碼頭_niho測試
28553,導覽員_B-1_請問您想尋找周邊哪些設施呢？,大稻埕-貨櫃碼頭_niho測試
28554,導覽員_A-1_您好，我是大稻埕專屬AR導覽員，請問您想了解哪些資訊呢？,大稻埕-貨櫃碼頭_niho測試
28555,煙火_藍紅藍-8,大稻埕-貨櫃碼頭_niho測試
28556,煙火_綠黃白-7,大稻埕-貨櫃碼頭_niho測試
28557,煙火_綠粉-6,大稻埕-貨櫃碼頭_niho測試
28558,煙火_黃橘紅-5,大稻埕-貨櫃碼頭_niho測試
28559,煙火_黃綠紅-4,大稻埕-貨櫃碼頭_niho測試
28560,煙火_白綠-3,大稻埕-貨櫃碼頭_niho測試
28561,煙火_白粉紅-2,大稻埕-貨櫃碼頭_niho測試
28562,煙火-1_紅白藍,大稻埕-貨櫃碼頭_niho測試
28563,禮物盒-5,大稻埕-貨櫃碼頭_niho測試
28564,禮物盒-4,大稻埕-貨櫃碼頭_niho測試
28565,禮物盒-3,大稻埕-貨櫃碼頭_niho測試
28566,禮物盒-2,大稻埕-貨櫃碼頭_niho測試
28567,禮物盒-1,大稻埕-貨櫃碼頭_niho測試
28568,海豚,大稻埕-貨櫃碼頭_niho測試
28569,愛心氣球-11,大稻埕-貨櫃碼頭_niho測試
28570,愛心氣球-10,大稻埕-貨櫃碼頭_niho測試
28571,愛心氣球-9,大稻埕-貨櫃碼頭_niho測試
28572,愛心氣球-8,大稻埕-貨櫃碼頭_niho測試
28573,愛心氣球-7,大稻埕-貨櫃碼頭_niho測試
28574,愛心氣球-6,大稻埕-貨櫃碼頭_niho測試
28575,愛心氣球-5,大稻埕-貨櫃碼頭_niho測試
28576,愛心氣球-4,大稻埕-貨櫃碼頭_niho測試
28577,愛心氣球-3,大稻埕-貨櫃碼頭_niho測試
28578,愛心氣球-2,大稻埕-貨櫃碼頭_niho測試
28579,愛心氣球-1,大稻埕-貨櫃碼頭_niho測試
28580,資訊匡-18_時藝多媒體,大稻埕-貨櫃碼頭_niho測試
28581,資訊匡-17_Deluna韓式料理,大稻埕-貨櫃碼頭_niho測試
28582,資訊匡-16_倆月倆日×IrelandFuns,大稻埕-貨櫃碼頭_niho測試
28583,資訊匡-15_食全食美,大稻埕-貨櫃碼頭_niho測試
28584,資訊匡-14_炎炎大阪燒,大稻埕-貨櫃碼頭_niho測試
28585,資訊匡-13_慶記滷味,大稻埕-貨櫃碼頭_niho測試
28586,資訊匡-12_微醺碼頭,大稻埕-貨櫃碼頭_niho測試
28587,資訊匡-11_Hot La,大稻埕-貨櫃碼頭_niho測試
28588,資訊匡-10_Nothing Bar,大稻埕-貨櫃碼頭_niho測試
28589,資訊匡-9_No Worries Café,大稻埕-貨櫃碼頭_niho測試
28590,資訊匡-8_庫羅Kuro,大稻埕-貨櫃碼頭_niho測試
28591,資訊匡-7_我愛豹豹I Love Bow,大稻埕-貨櫃碼頭_niho測試
28592,資訊匡-6_家鄉碳烤雞排×亞米亞米,大稻埕-貨櫃碼頭_niho測試
28593,資訊匡-5_打卡咖啡,大稻埕-貨櫃碼頭_niho測試
28594,資訊匡-4_酒肉大稻埕,大稻埕-貨櫃碼頭_niho測試
28595,資訊匡-3_燒鳥部屋29！,大稻埕-貨櫃碼頭_niho測試
28596,資訊匡-2_PizzaLab,大稻埕-貨櫃碼頭_niho測試
28597,資訊匡-1_金色三麥UNMAIBAR,大稻埕-貨櫃碼頭_niho測試
28598,X,大稻埕-貨櫃碼頭_niho測試
28599,資訊球-碼頭,大稻埕-貨櫃碼頭_niho測試
28600,altar-通往陰間.glb,粽邪第五關解謎
28838,資訊球-123,大稻埕-貨櫃碼頭_niho測試
28839,山豬_圓圈跑_白v2-1(+360),niho-bug
28841,紅包雨,大稻埕-貨櫃碼頭
28842,空方體-紅包雨獎勵觸發,大稻埕-貨櫃碼頭
28844,3D場景內資訊.png,粽邪第五關解謎
28845,愛心氣球-12,大稻埕-貨櫃碼頭
28846,愛心氣球-13,大稻埕-貨櫃碼頭
28847,手工愛心氣球-紅,大稻埕-貨櫃碼頭
28848,愛心氣球-15,大稻埕-貨櫃碼頭
28849,愛心氣球-16,大稻埕-貨櫃碼頭
28850,愛心氣球-17,大稻埕-貨櫃碼頭
28851,手工愛心氣球-紅,大稻埕-貨櫃碼頭
28853,愛心氣球-20,大稻埕-貨櫃碼頭
28854,愛心氣球-21,大稻埕-貨櫃碼頭
28855,愛心氣球-22,大稻埕-貨櫃碼頭
28856,愛心氣泡-5,大稻埕-貨櫃碼頭
28857,愛心氣泡-6,大稻埕-貨櫃碼頭
28858,愛心氣泡-7,大稻埕-貨櫃碼頭
28859,資訊球-123,威許-六角-豬排
28860,光_B_白_2400,威許-六角-豬排
28861,01_光子走路_1206,威許-六角-豬排
28862,catball_m1_210624C,威許-六角-豬排
28863,minecraft-恐龍-mt,威許-六角-豬排
28864,minecraft-長頸鹿-ezani-mt,威許-六角-豬排
28865,粽邪3前導海報A-五雷令版.jpg,粽邪第四關解謎-複製
28866,粽邪驅魔展主視覺.png,粽邪第四關解謎-複製
28867,altar-通往陽間-替換.glb,粽邪第四關解謎-複製
28868,altar-通往陰間-替換.glb,粽邪第四關解謎-複製
28869,第二區第四關美術_體驗邊界4.png,粽邪第四關解謎-複製
28870,第二區第四關美術_體驗邊界3.png,粽邪第四關解謎-複製
28871,第二區第四關美術_體驗邊界2.png,粽邪第四關解謎-複製
28872,第二區第四關美術_體驗邊界.png,粽邪第四關解謎-複製
28873,女鬼笑4.mp4,粽邪第四關解謎-複製
28874,女鬼笑3.mp4,粽邪第四關解謎-複製
28875,女鬼笑2.mp4,粽邪第四關解謎-複製
28876,女鬼笑.mp4,粽邪第四關解謎-複製
28877,第二區第四關美術_紅線.png,粽邪第四關解謎-複製
28878,第二區第四關美術_鍾馗解謎說明11.png,粽邪第四關解謎-複製
28879,第二區第四關美術_跳鍾馗.png,粽邪第四關解謎-複製
28880,第二區第四關美術_椅仔姑.png,粽邪第四關解謎-複製
28881,第二區第四關美術_七星劍.png,粽邪第四關解謎-複製
28882,恐怖音樂.mp4,粽邪第四關解謎-複製
28883,chair3.0-替換.glb,粽邪第四關解謎-複製
28884,hang man5.glb,粽邪第四關解謎-複製
28885,hang man4.glb,粽邪第四關解謎-複製
28886,hang man3.glb,粽邪第四關解謎-複製
28887,hang man2.glb,粽邪第四關解謎-複製
28888,hang man.glb,粽邪第四關解謎-複製
28889,factory-final.glb,粽邪第四關解謎-複製
28890,ground.glb,粽邪第四關解謎-複製
28891,3D場景內資訊.png,粽邪第四關解謎-複製
28892,抽獎資格登入.png,粽邪第四關解謎-複製
28893,鍾馗解謎說明10.png,粽邪第四關解謎-複製
28894,sword-body-合併.glb,粽邪第四關解謎-複製
28895,sword-bottom-拿到劍身後.glb,粽邪第四關解謎-複製
28896,鍾馗解謎說明9.png,粽邪第四關解謎-複製
28897,altar-通往陽間.glb,粽邪第四關解謎-複製
28898,sword box-拿到鑰匙後-替換.glb,粽邪第四關解謎-複製
28899,sword box-拿到鑰匙後.glb,粽邪第四關解謎-複製
28900,鍾馗解謎說明8.png,粽邪第四關解謎-複製
28901,符咒1.jpg,粽邪第四關解謎-複製
28902,鍾馗解謎說明7.png,粽邪第四關解謎-複製
28903,鍾馗解謎說明6.png,粽邪第四關解謎-複製
28904,鍾馗解謎說明5.png,粽邪第四關解謎-複製
28905,鍾馗解謎說明4.png,粽邪第四關解謎-複製
28906,鍾馗解謎說明3.png,粽邪第四關解謎-複製
28907,鍾馗解謎說明2.png,粽邪第四關解謎-複製
28908,鍾馗解謎說明.png,粽邪第四關解謎-複製
28909,ghost girl-4.glb,粽邪第四關解謎-複製
28910,ghost girl-3.glb,粽邪第四關解謎-複製
28911,ghost girl-2.glb,粽邪第四關解謎-複製
28912,ghost girl.glb,粽邪第四關解謎-複製
28913,sword-body.glb,粽邪第四關解謎-複製
28914,sword box1.glb,粽邪第四關解謎-複製
28915,key.glb,粽邪第四關解謎-複製
28916,chair3.0.glb,粽邪第四關解謎-複製
28917,360.glb,粽邪第四關解謎-複製
28918,sword-bottom.glb,粽邪第四關解謎-複製
28919,劍框.png,粽邪第四關解謎-複製
28920,altar-通往陰間.glb,粽邪第四關解謎-複製
28921,factory.glb,粽邪第四關解謎-複製
28922,泡泡,海底世界-3
28923,背景音樂Journey-Of-Your-Spirit-with-Lucentia-veryfast,海底世界-3
28926,fish_g1_05_左,海底世界-3
28928,Bubble-左3,海底世界-3
28929,Bubble-左2,海底世界-3
28930,Bubble-中3,海底世界-3
28931,Bubble-中2,海底世界-3
28932,Bubble-右3,海底世界-3
28933,Bubble-右2,海底世界-3
28935,水母1,海底世界-3
28936,fish_g2_08_右,海底世界-3
28941,Bubble3,海底世界-3
28942,Bubble2,海底世界-3
28943,Bubble1,海底世界-3
28944,shark_210624C,海底世界-3
28946,藍鯨-2,海底世界-3
28947,珊瑚_左2,海底世界-3
28948,珊瑚_左1,海底世界-3
28949,SeaTurtle_210916A,海底世界-3
28950, - ,Leo測試
28951,環保局海報-2,海底世界-3
28952,環保局海報,海底世界-3
28953,海草-opt,海底世界-3
28954,海草-opt,海底世界-3
28955,dsjai;gjie,Leo測試
28956,hjkhkuhj,Leo測試
28957,ㄑdasfasdf,Leo測試
28958, - ,Leo測試
28959,ㄋfdasfasdf,Leo測試
28960, - ,Leo測試
28961, - ,Leo測試
28962, - ,Leo測試
28963, - ,Leo測試
28964, - ,Leo測試
28965, - ,Leo測試
28966, - ,Leo測試
28967,etsgdfg,Leo測試
28968,asdf,Leo測試
28972,泡泡,海底世界-綠色方舟館
28973,背景音樂Journey-Of-Your-Spirit-with-Lucentia-veryfast,海底世界-綠色方舟館
28975,fish_g1_06_左,海底世界-綠色方舟館
28976,fish_g1_05_左,海底世界-綠色方舟館
28977,魚-金_中,海底世界-綠色方舟館
28978,Bubble-左3,海底世界-綠色方舟館
28979,Bubble-左2,海底世界-綠色方舟館
28980,Bubble-中3,海底世界-綠色方舟館
28981,Bubble-中2,海底世界-綠色方舟館
28982,Bubble-右3,海底世界-綠色方舟館
28983,Bubble-右2,海底世界-綠色方舟館
28984,水母4,海底世界-綠色方舟館
28985,水母1,海底世界-綠色方舟館
28986,fish_g2_08_右,海底世界-綠色方舟館
28987,fish_g2_10_右,海底世界-綠色方舟館
28988,fish_g1_06_右,海底世界-綠色方舟館
28989,魚-藍_左,海底世界-綠色方舟館
28990,小丑魚_左,海底世界-綠色方舟館
28991,Bubble3,海底世界-綠色方舟館
28992,Bubble2,海底世界-綠色方舟館
28993,Bubble1,海底世界-綠色方舟館
28995,魟魚,海底世界-綠色方舟館
28996,藍鯨-2,海底世界-綠色方舟館
28999,SeaTurtle_210916A,海底世界-綠色方舟館
29001,導覽員_B-1_請問您想尋找周邊哪些設施呢？-plain,屬性：透明度-影片-為 0.0
29002,1-手工愛心氣球-紅,迪化街-1
29003,2-手工愛心氣球-黃,迪化街-1
29004,3-手工愛心氣球-黃,迪化街-1
29005,4-手工愛心氣球-紅,迪化街-1
29006,5-手工愛心氣球-藍,迪化街-1
29007,1-煙火_B定點_藍綠,迪化街-1
29008,2-煙火_B_v3,迪化街-1
29009,3-煙火_B_v3,迪化街-1
29010,4-煙火_B定點_黃粉,迪化街-1
29011,4-煙火_B定點_黃粉,迪化街-2
29012,煙火_white+blue_B_v4,迪化街-2
29013,2-煙火_B定點_黃紅,迪化街-2
29014,1-煙火_B定點_藍紅,迪化街-2
29015,5-手工愛心氣球-藍,迪化街-2
29016,4-手工愛心氣球-紅,迪化街-2
29017,3-手工愛心氣球-黃,迪化街-2
29018,2-手工愛心氣球-黃,迪化街-2
29019,1-手工愛心氣球-紅,迪化街-2
29020,6-手工愛心氣球-藍,迪化街-1
29021,7-手工愛心氣球-紅,迪化街-1
29022,8-手工愛心氣球,迪化街-1
29023,6-煙火_B定點_藍紅,迪化街-1
29024,5-煙火_B_白紫,迪化街-1
29025,6-煙火_blue+white_B_v3,迪化街-3
29026,5-煙火_green+red_B_v3,迪化街-3
29027,8-手工愛心氣球,迪化街-3
29028,7-手工愛心氣球-紅,迪化街-3
29030,4-煙火_B_v3,迪化街-3
29031,3-煙火_pink+red_B_v4,迪化街-3
29032,2-煙火_B定點_藍紅,迪化街-3
29033,1-煙火_B定點_藍綠,迪化街-3
29034,5-手工愛心氣球-藍,迪化街-3
29035,4-手工愛心氣球-紅,迪化街-3
29036,3-手工愛心氣球-黃,迪化街-3
29037,2-手工愛心氣球-黃,迪化街-3
29038,1-手工愛心氣球-紅,迪化街-3
29039,9-煙火_yello+red_B_v3,大稻埕-貨櫃碼頭3
29040,10-煙火_B定點_黃紅,大稻埕-貨櫃碼頭3
29041,11-煙火_B定點_黃紅,大稻埕-貨櫃碼頭3
29042,12-煙火_B定點_黃粉,大稻埕-貨櫃碼頭3
29043,13-煙火_B定點_藍綠,大稻埕-貨櫃碼頭3
29044,14-煙火_B定點_黃粉,大稻埕-貨櫃碼頭3
29046,愛心1_v2,大稻埕-貨櫃碼頭3
29047,1.愛心2_v2,大稻埕-貨櫃碼頭3
29048,愛心3_v2,大稻埕-貨櫃碼頭3
29049,愛心1_v2,大稻埕-貨櫃碼頭3
29050,愛心2_v2,大稻埕-貨櫃碼頭3
29051,愛心3_v2,大稻埕-貨櫃碼頭3
29052,愛心3_v2,大稻埕-貨櫃碼頭3
29053,2-愛心1_v2,大稻埕-貨櫃碼頭3
29054,3-愛心3_v2,大稻埕-貨櫃碼頭3
29055,4-愛心2_v2,大稻埕-貨櫃碼頭3
29056,5-愛心1_v2,大稻埕-貨櫃碼頭3
29057,愛心3_v2,大稻埕-貨櫃碼頭3
29058,黃色愛心,大稻埕-貨櫃碼頭
29059,黃色愛心-river,大稻埕(niho)測試領取兌換券
29060,嘟嗚_t34,綠色方舟館-桃園嘟嘟
29061,嘟嗚_t34,綠色方舟館-桃園嘟嘟
29062,嘟嘟說話了_4,綠色方舟館-桃園嘟嘟
29063,嘟嘟-遮擋用空方體,綠色方舟館-桃園嘟嘟
29064,請點我,綠色方舟館-桃園嘟嘟
29065,客个島外牆帆布,綠色方舟館-桃園嘟嘟
29066,S__1557438468,綠色方舟館-桃園嘟嘟
29067,S__1557438469,綠色方舟館-桃園嘟嘟
29069,愛心氣泡-5,大稻埕-貨櫃碼頭
29070,遮擋用1-2,新威旅客中心-1F_複製
29071,遮擋用2-2,新威旅客中心-1F_複製
29072,D4-茂林-紫紫(0-48 48-100 100-143),新威旅客中心-1F_複製
29073,新威-1F-梅花-2,新威旅客中心-1F_複製
29074,新威-1F-梅花-1,新威旅客中心-1F_複製
29075,新威-1F-山羌-2,新威旅客中心-1F_複製
29076,新威-1F-山羌-1,新威旅客中心-1F_複製
29077,X-圖框用,新威旅客中心-1F_複製
29078,新威-1F-溫泉-5-旅遊叮拎,新威旅客中心-1F_複製
29079,新威-1F-溫泉-4-交通環境,新威旅客中心-1F_複製
29080,新威-1F-溫泉-3-不老溫泉,新威旅客中心-1F_複製
29081,新威1F-溫泉最佳觀看點_v2,新威旅客中心-1F_複製
29082,往右邊看溫泉,新威旅客中心-1F_複製
29083,新威1F-溫泉-3-不老溫泉,新威旅客中心-1F_複製
29084,忘二樓請小心,新威旅客中心-1F_複製
29085,點擊播放_v2,新威旅客中心-1F_複製
29086,X_v2,新威旅客中心-1F_複製
29087,吉祥物-7-您已抵達目的地！,新威旅客中心-1F_複製
29088,吉祥物-6-跟我走！,新威旅客中心-1F_複製
29089,吉祥物-5-留在原地,新威旅客中心-1F_複製
29090,吉祥物-5-洗手間,新威旅客中心-1F_複製
29091,吉祥物-5-請問您想去哪裡呢,新威旅客中心-1F_複製
29092,吉祥物-4-環境介紹,新威旅客中心-1F_複製
29093,吉祥物-4-導覽功能,新威旅客中心-1F_複製
29094,吉祥物-4-請問您需要我提供哪項服務呢？,新威旅客中心-1F_複製
29095,新威1F_紫-3-向前方走-v3,新威旅客中心-1F_複製
29096,新威1F_紫-2-將您的手機轉向後方,新威旅客中心-1F_複製
29097,新威1F_紫-1-歡迎,新威旅客中心-1F_複製
29098,一排高士佛澤蘭_未壓縮,新威旅客中心-1F_複製
29099,一排高士佛澤蘭_未壓縮,新威旅客中心-1F_複製
29100,一排高士佛澤蘭_未壓縮,新威旅客中心-1F_複製
29101,一排高士佛澤蘭_未壓縮,新威旅客中心-1F_複製
29102,遮擋用2,新威旅客中心-1F_複製
29103,遮擋用1,新威旅客中心-1F_複製
29104,溫泉v2,新威旅客中心-1F_複製
29105,櫻花樹,新威旅客中心-1F_複製
29106,櫻花樹,新威旅客中心-1F_複製
29107,cherry_petal,新威旅客中心-1F_複製
29108,cherry_petal,新威旅客中心-1F_複製
29109,新威互動地圖_茂林logo,新威旅客中心-1F_複製
29110,D4-茂林-飛行蝴蝶-後,新威旅客中心-1F_複製
29111,D4-茂林-飛行蝴蝶-前,新威旅客中心-1F_複製
29112,MountainQiang_idle_2-v3,新威旅客中心-1F_複製
29113,櫻花樹,新威旅客中心-1F_複製
29114,D4-茂林-飛行蝴蝶-前,新威旅客中心-1F_複製
29115,D4-茂林-飛行蝴蝶-後,新威旅客中心-1F_複製
29116,新威互動地圖_龍頭山_v2,新威旅客中心-1F_複製
29117,新威互動地圖_十八羅漢山_v2,新威旅客中心-1F_複製
29118,新威互動地圖_竹林休閒農業區_v2,新威旅客中心-1F_複製
29119,新威互動地圖_茂林生態公園_v3,新威旅客中心-1F_複製
29120,新威互動地圖_望夫崖_v3,新威旅客中心-1F_複製
29121,cherry_petal,新威旅客中心-1F_複製
29122,前往二樓賞蝶拉,新威旅客中心-1F_複製
29123,新威-1F-溫泉-2-寶來溫泉,新威旅客中心-1F_複製
29124,新威-1F-溫泉-1-溫泉介紹,新威旅客中心-1F_複製
