Id,Name,Name [Scene]
20363,19_GIFT_train_1129,【0109複製】夢想遊樂園
20364,18_GIFT_train_1129,【0109複製】夢想遊樂園
20365,17_GIFT_train_1129,【0109複製】夢想遊樂園
20366,16_GIFT_train_1129,【0109複製】夢想遊樂園
20367,15_GIFT_train_1129,【0109複製】夢想遊樂園
20368,02_GIFT_airplane_1129.glb,【0109複製】夢想遊樂園
20369,03_GIFT_train_1129.glb,【0109複製】夢想遊樂園
20370,04_GIFT_toy show_1129.glb,【0109複製】夢想遊樂園
20375,gift_tower_1207_V2.glb,市長-拜年(東)
20376,城堡,AR物件場景測試綁定光標籤81
20377,01_光子走路-洗手間,距離
20378,controller1.glb,街頭快打
20379,walk button1.glb,街頭快打
20380,punch button1.glb,街頭快打
20381,kick button1.glb,街頭快打
20382,special attack button1.glb,街頭快打
20383,00_GIFT_light blue ball_1130,測試縮放
20384,CJ kick.glb,街頭快打
20385,smoke rib hit.glb,街頭快打
20387,CJ shoot.glb,街頭快打
20388,smoke dying.glb,街頭快打
20429,smoke punch.glb,街頭快打
20430,CJ get hit.glb,街頭快打
20431,punch button2.glb,街頭快打
20432,kick button2.glb,街頭快打
20433,special attack button2.glb,街頭快打
20434,controller2.glb,街頭快打
20435,walk button2.glb,街頭快打
20436,smoke kick.glb,街頭快打
20437,CJ rib hit.glb,街頭快打
20439,TV.glb,街頭快打
20441,西門町_v04_橫屏素材_位元速率中,Julia_Demo_直播平台
20442,地板1,元宵燈節第四區
20513,火星貓_王領英雄_1207捷運廣告_第二版_v02.mp4,playerSDK測試影片
20515,gift_play_icon_1212.png,playerSDK測試影片
20538,cj-scream2.mp4,街頭快打
20539,cj-scream.mp4,街頭快打
20561,導引2,元宵燈節第四區
20582,樹2,元宵燈節第四區
20583,燈籠2,元宵燈節第四區
20584,地板2,元宵燈節第四區
20585,樹3,元宵燈節第四區
20586,燈籠3,元宵燈節第四區
20587,地板3,元宵燈節第四區
20588,導引1,元宵燈節第四區
20590,導引初始,元宵燈節第四區
20593,小光子-no shadow.glb,元宵燈節第四區
20594,香堤廣場.png,元宵燈節第四區
20685,水母6.glb,永安海螺館-plain
20686,阿妹歡迎詞70秒-redue-1.5X-側門,永安海螺館-plain
20687,點我為你導覽-側門,永安海螺館-plain
20688,我是阿妹-側門,永安海螺館-plain
20689,乙未-水池,永安海螺館-plain
20690,乙未-遊戲區,永安海螺館-plain
20691,乙未-溜滑梯,永安海螺館-plain
20692,乙未-旋轉樓梯,永安海螺館-plain
20693,乙未-展覽館,永安海螺館-plain
20694,白沙岬燈塔,永安海螺館-plain
20695,草漯沙丘,永安海螺館-plain
20696,許厝港濕地,永安海螺館-plain
20697,新屋百年石滬群,永安海螺館-plain
20698,新藻礁生態,永安海螺館-plain
20699,海螺資訊球,永安海螺館-plain
20700,yellowfish_v01.glb,永安海螺館-plain
20701,bluefish_v01.glb,永安海螺館-plain
20702,水母6.glb,永安海螺館-plain
20703,水母5.glb,永安海螺館-plain
20704,水母4.glb,永安海螺館-plain
20705,世界客家博覽會-點擊觀看.mp4,永安海螺館-plain
20710,左右觀看側門,永安海螺館-plain
20711,左右觀看前門,永安海螺館-plain
20714,阿弟-對話框-1024.png,永安海螺館-plain
20715,阿弟v3 側門,永安海螺館-plain
20716,阿妹v3-3 側門,永安海螺館-plain
20717,地景藝術介紹.png,永安海螺館-plain
20718,阿妹歡迎詞70秒-redue-1.5X,永安海螺館-plain
20719,阿弟v3,永安海螺館-plain
20720,氣泡,永安海螺館-plain
20721,fish_g2_10_210624A,永安海螺館-plain
20722,bluewhale,永安海螺館-plain
20723,SeaTurtle_210916A,永安海螺館-plain
20724,fish_g2_11_210624A,永安海螺館-plain
20725,fish_g2_08_210624A,永安海螺館-plain
20726,fish_g2_07_210624A,永安海螺館-plain
20727,fish_g1_06_210624A,永安海螺館-plain
20728,fish_g1_01_210624C,永安海螺館-plain
20729,石墻-點擊說明.png,永安海螺館-plain
20730,展覽室.png,永安海螺館-plain
20731,2F-觀景台.png,永安海螺館-plain
20732,風鈴介紹,永安海螺館-plain
20733,石牆說明,永安海螺館-plain
20734,周邊景點,永安海螺館-plain
20735,阿妹v3-3,永安海螺館-plain
20736,水母3,永安海螺館-plain
20737,水母2,永安海螺館-plain
20738,水母1,永安海螺館-plain
20743,小光子-no shadow.glb,小光子導航測試
20765,字底_v3,白晝測試sunny
20806,選項-導航.png,小光子導航測試
20810,選項-介紹.png,小光子導航測試
20811,選項-大廳.png,小光子導航測試
20812,選項-服務台.png,小光子導航測試
20840,對話框1.mp4,小光子導航測試
20841,對話框2.mp4,小光子導航測試
20848,燈籠4,元宵燈節第四區
20849,燈籠5,元宵燈節第四區
20850,燈籠6,元宵燈節第四區
20851,燈籠7,元宵燈節第四區
20852,樹4,元宵燈節第四區
20853,樹5,元宵燈節第四區
20854,樹6,元宵燈節第四區
20855,樹7,元宵燈節第四區
20856,地板4,元宵燈節第四區
20857,地板5,元宵燈節第四區
20858,地板6,元宵燈節第四區
20859,地板7,元宵燈節第四區
20860,sci fi spaceship.glb,acer場景
20861,robot mega.glb,acer場景
20917,酷炫的箭頭_暖膚色_v2-中,白晝之夜-plain
20918,酷炫的箭頭_暖膚色_v2-右,白晝之夜-plain
20919,酷炫的箭頭_暖膚色_v2-左,白晝之夜-plain
20920,光柱_v4-右,白晝之夜-plain
20921,光柱_v4-中右,白晝之夜-plain
20922,光柱_v4-中左,白晝之夜-plain
20923,光柱_v4-左,白晝之夜-plain
20924,下-白晝ip_ani_v4-跳舞,白晝之夜-plain
20925,右-1-1字,白晝之夜-plain
20926,右-1-2字,白晝之夜-plain
20927,右-1-3字,白晝之夜-plain
20928,1-4字_v3,白晝之夜-plain
20929,右-2-1字,白晝之夜-plain
20930,右-2-2字,白晝之夜-plain
20931,右-2-3字,白晝之夜-plain
20932,右-2-4字,白晝之夜-plain
20933,右-3-1字,白晝之夜-plain
20934,右-3-2字,白晝之夜-plain
20935,右-3-3字,白晝之夜-plain
20937,中-白晝橫式-影片框,白晝之夜-plain
20939,中-輪播-影片框,白晝之夜-plain
20941,右-白晝海報-影片框,白晝之夜-plain
20942,左-1-1字,白晝之夜-plain
20943,左-1-2字,白晝之夜-plain
20944,左-1-3字,白晝之夜-plain
20945,1-4字_v3,白晝之夜-plain
20946,左-2-1字,白晝之夜-plain
20947,左-2-2字,白晝之夜-plain
20948,左-2-3字,白晝之夜-plain
20949,左-2-4字,白晝之夜-plain
20950,左-3-1字,白晝之夜-plain
20951,左-3-2字,白晝之夜-plain
20952,左-3-3字,白晝之夜-plain
20954,左-白晝海報-影片框,白晝之夜-plain
20955,霓虹招牌,白晝之夜-plain
20956,icon_@,白晝之夜-plain
20957,icon_ShilinMarket,白晝之夜-plain
20958,icon_地點,白晝之夜-plain
20959,icon_介紹框_v2,白晝之夜-plain
20960,大戲院招牌,白晝之夜-plain
20961,方向北,白晝之夜-plain
20962,路標_台北科學藝術園區,白晝之夜-plain
20963,路標_台北表演藝術中心_v2,白晝之夜-plain
20964,路標_士林夜市,白晝之夜-plain
20965,路標_士林官邸公園,白晝之夜-plain
20966,燈光,白晝之夜-plain
20967,白晝ip_靜置,白晝之夜-plain
20968,盒丸的盒,白晝之夜-plain
20970,blackball_act01_v01,白晝之夜-plain
20971,盒丸_v1,白晝之夜-plain
20972,傳送彩色洞,白晝之夜-plain
20973,輪播影片_燈-1,白晝之夜-plain
20974,輪播影片_燈-2,白晝之夜-plain
20975,士林市場_v4,白晝之夜-plain
20976,輪播影片_燈-3,白晝之夜-plain
20977,輪播影片_燈-4,白晝之夜-plain
20978,輪播影片_燈-5,白晝之夜-plain
20979,輪播影片_燈-6,白晝之夜-plain
20980,輪播影片_燈-7,白晝之夜-plain
20981,橫式白晝_燈-1,白晝之夜-plain
20982,橫式白晝_燈-2,白晝之夜-plain
20983,橫式白晝_燈-3,白晝之夜-plain
20984,橫式白晝_燈-4,白晝之夜-plain
20985,橫式白晝_燈-5,白晝之夜-plain
20986,橫式白晝_燈-6,白晝之夜-plain
20987,燈-2,白晝之夜-plain
20988,白晝海報_燈-右-2,白晝之夜-plain
20989,白晝海報_燈-右-3,白晝之夜-plain
20990,白晝海報_燈-右-4,白晝之夜-plain
20991,白晝海報_燈-左-1,白晝之夜-plain
20992,白晝海報_燈-左-2,白晝之夜-plain
20993,白晝海報_燈-左-3,白晝之夜-plain
20994,白晝海報_燈-左-4,白晝之夜-plain
20995,橫式白晝_燈-7,白晝之夜-plain
20996,字全-右,白晝之夜-plain
21001,左字底_v3,白晝之夜-plain
21003,導引3,元宵燈節第四區
21004,導引4,元宵燈節第四區
21005,導引5,元宵燈節第四區
21006,導引6,元宵燈節第四區
21007,導引初始,元宵燈節第二區
21008,燈籠1,元宵燈節第二區
21009,樹1,元宵燈節第二區
21010,地板1,元宵燈節第二區
21011,導引1,元宵燈節第二區
21012,燈籠2,元宵燈節第二區
21013,樹2,元宵燈節第二區
21014,地板2,元宵燈節第二區
21015,導引2,元宵燈節第二區
21016,燈籠3,元宵燈節第二區
21017,樹3,元宵燈節第二區
21019,地板3,元宵燈節第二區
21021,導引3,元宵燈節第二區
21022,燈籠4,元宵燈節第二區
21023,樹4,元宵燈節第二區
21024,地板4,元宵燈節第二區
21025,導引4,元宵燈節第二區
21026,燈籠5,元宵燈節第二區
21027,樹5,元宵燈節第二區
21028,地板5,元宵燈節第二區
21029,導引5,元宵燈節第二區
21030,燈籠6,元宵燈節第二區
21031,樹6,元宵燈節第二區
21032,地板6,元宵燈節第二區
21033,導引6,元宵燈節第二區
21034,燈籠7,元宵燈節第二區
21035,樹7,元宵燈節第二區
21036,地板7,元宵燈節第二區
21037,小光子-no shadow.glb,元宵燈節第二區
21038,香堤廣場.png,元宵燈節第二區
21039,導引初始,元宵燈節第一區
21040,燈籠1,元宵燈節第一區
21041,樹1,元宵燈節第一區
21042,地板1,元宵燈節第一區
21043,導引1,元宵燈節第一區
21044,燈籠2,元宵燈節第一區
21045,樹2,元宵燈節第一區
21046,地板2,元宵燈節第一區
21047,導引2,元宵燈節第一區
21048,燈籠3,元宵燈節第一區
21049,樹3,元宵燈節第一區
21050,地板3,元宵燈節第一區
21051,導引3,元宵燈節第一區
21052,燈籠4,元宵燈節第一區
21053,樹4,元宵燈節第一區
21054,地板4,元宵燈節第一區
21055,導引4,元宵燈節第一區
21056,燈籠5,元宵燈節第一區
21057,樹5,元宵燈節第一區
21058,地板5,元宵燈節第一區
21061,Peas _rabbit_0113.glb,元宵燈節第四區
21062,Peas _rabbit_0113.glb,元宵燈節第二區
21063,小光子-no shadow.glb,元宵燈節第一區
21064,Peas _rabbit_0113.glb,元宵燈節第一區
21065,小光子-no shadow.glb,元宵燈節第二區
21066,小光子-no shadow.glb,元宵燈節第四區
21067,gift_lover group_1220.glb,夢想遊樂園
21068,gift_monster01_06_1213,夢想遊樂園
21069,gift_santa_04_1213,夢想遊樂園
21070,gift_santa_03_1213,夢想遊樂園
21071,note banner_06_1214,夢想遊樂園
21072,note banner_05_1214,夢想遊樂園
21073,note banner_04_1214,夢想遊樂園
21074,note banner_03_1214,夢想遊樂園
21075,note banner_02_1214,夢想遊樂園
21076,王領英雄LOGO.png,夢想遊樂園
21077,note banner_1214.png,夢想遊樂園
21078,gift_button_03.glb,夢想遊樂園
21079,gift_button_02.glb,夢想遊樂園
21080,gift_button_01.glb,夢想遊樂園
21081,Gift_spring vfx sound_1213.mp4,夢想遊樂園
21082,gift_play_icon_1212-2.png,夢想遊樂園
21083,gift_monster01_1213.glb,夢想遊樂園
21084,gift_santa_02_1213.glb,夢想遊樂園
21085,gift_santa_1213.glb,夢想遊樂園
21086,gift_play_icon_1212.png,夢想遊樂園
21087,14_GIFT_toy show_1129-V2.glb,夢想遊樂園
21088,013_GIFT_toy show_1129-V2.glb,夢想遊樂園
21089,04_GIFT_toy show_1129-V2.glb,夢想遊樂園
21090,異空間-3.glb,夢想遊樂園
21091,異空間-2.glb,夢想遊樂園
21092,異空間.glb,夢想遊樂園
21093,Logo_FB,夢想遊樂園
21094,Logo_googleplay,夢想遊樂園
21095,Logo_appstore.png,夢想遊樂園
21096,h037_聖誕芮希_v01,夢想遊樂園
21097,火星貓_王領英雄_1207捷運廣告_第二版_v02.mp4,夢想遊樂園
21098,h012_a_軍裝凜_v03,夢想遊樂園
21099,gift_tower_1207_V2.glb,夢想遊樂園
21100,cookie0001_portrait.png,夢想遊樂園
21101,Gift_vfx sound_1207.mp4,夢想遊樂園
21102,gift_PR_02_video.mp4,夢想遊樂園
21103,gift_PR_02.jpg,夢想遊樂園
21104,gift_FB03_1207.glb,夢想遊樂園
21105,gift_FB02_1207.glb,夢想遊樂園
21106,gift_FB01_1207.glb,夢想遊樂園
21107,05_GIFT_chimney vfx_1129-V2.glb,夢想遊樂園
21108,gift_monster01A_V2.glb,夢想遊樂園
21109,gift_monster01B_V2.glb,夢想遊樂園
21110,gift_Logo ballon_V2.glb,夢想遊樂園
21111,gift_monster02_V2.glb,夢想遊樂園
21112,gift_monster03_V2.glb,夢想遊樂園
21113,gift_monster04_V2.glb,夢想遊樂園
21114,00_GIFT_deep blue ball_1130.glb,夢想遊樂園
21115,00_GIFT_light blue ball_1130.glb,夢想遊樂園
21116,00_GIFT_white ball_1130.glb,夢想遊樂園
21117,00_GIFT_yellow ball_1130.glb,夢想遊樂園
21118,07_GIFT_monster02_1129.glb,夢想遊樂園
21119,11_GIFT_monster04_1129.glb,夢想遊樂園
21120,Gift_music_1130.mp4,夢想遊樂園
21121,27_GIFT_train_1129,夢想遊樂園
21122,26_GIFT_train_1129,夢想遊樂園
21123,25_GIFT_train_1129,夢想遊樂園
21124,24_GIFT_train_1129,夢想遊樂園
21125,23_GIFT_train_1129,夢想遊樂園
21126,22_GIFT_train_1129,夢想遊樂園
21127,21_GIFT_train_1129,夢想遊樂園
21128,20_GIFT_train_1129,夢想遊樂園
21129,19_GIFT_train_1129,夢想遊樂園
21130,18_GIFT_train_1129,夢想遊樂園
21131,17_GIFT_train_1129,夢想遊樂園
21132,16_GIFT_train_1129,夢想遊樂園
21133,15_GIFT_train_1129,夢想遊樂園
21134,02_GIFT_airplane_1129.glb,夢想遊樂園
21135,03_GIFT_train_1129.glb,夢想遊樂園
21136,04_GIFT_toy show_1129.glb,夢想遊樂園
21160,字底_v3,測試2
21169,樹1,夢想遊樂園
21170,樹2,夢想遊樂園
21171,樹3,夢想遊樂園
21172,樹4,夢想遊樂園
21173,樹5,夢想遊樂園
21174,樹6,夢想遊樂園
21175,找線索.png,元宵燈節第四區
21176,找線索.png,元宵燈節第二區
21177,找線索.png,元宵燈節第一區
21178,光_黃_240,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21179,0109_L6.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21180,0109_L5.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21181,0109_R3.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21182,R1_thick.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21183,0109_L8.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21184,0109_L3.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21185,L2_thick.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21186,0109_L1.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21187,水母_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21188,水母_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21189,水母_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21190,精靈_藍色_飛_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21191,精靈_藍色_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21192,精靈_綠色_飛_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21193,精靈_綠色_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21194,精靈_藍色_飛_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21195,精靈_藍色_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21196,精靈_綠色_飛_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21197,精靈_綠色_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21198,精靈_藍色_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21199,精靈_綠色_飛_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21200,精靈_綠色_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版
21202,Peas _music icon_0116.glb,元宵燈節第二區
21203,Peas _music icon_0116.glb,元宵燈節第一區
21204,Peas _music icon_0116.glb,元宵燈節第四區
21205,信義區活動資訊看板_01_0220.png,元宵燈節第一區
21206,信義區活動資訊看板_01_0220.png,元宵燈節第二區
21207,信義區活動資訊看板_01_0220.png,元宵燈節第四區
21214,信義區活動資訊看板_02_0220.png,元宵燈節第一區
21215,元宵節長樹_0116.mp4,市長-拜年(東)
21220,精靈_綠色_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21221,精靈_綠色_飛_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21222,精靈_藍色_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21223,精靈_綠色_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21224,精靈_綠色_飛_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21225,精靈_藍色_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21226,精靈_藍色_飛_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21227,精靈_綠色_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21228,精靈_綠色_飛_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21229,精靈_藍色_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21230,精靈_藍色_飛_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21231,水母_3,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21232,水母_2,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21233,水母_1,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21234,0109_L1.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21235,L2_thick.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21236,0109_L3.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21237,0109_L8.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21238,R1_thick.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21239,0109_R3.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21240,0109_L5.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21241,0109_L6.glb,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21242,光_黃_240,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版_備份
21244,信義區活動資訊看板_02_0220.png,元宵燈節第二區
21245,電視廣告1-v2.glb,元宵燈節第二區
21246,電視廣告1-v2.glb,元宵燈節第四區
21247,電視廣告2-v2.glb,元宵燈節第二區
21248,電視廣告3-v2.glb,元宵燈節第二區
21253,信義區活動資訊看板_02_0220.png,元宵燈節第四區
21254,前往下個路口,小光子導航測試
21255,電視廣告2-v2.glb,元宵燈節第四區
21256,電視廣告3-v2.glb,元宵燈節第四區
21260,世界客家博覽會主視覺發表  鄭文燦：展現客家自信.mp4,市長-拜年(東)
21263,世界客家博覽會主視覺發表  鄭文燦：展現客家自信.mp4,元宵燈節第二區
21266,信義區_廣告託播_v01_撈王.mp4,元宵燈節第四區
21271,小光子-no shadow.glb,元宵燈節第四區
21272,找線索.png,元宵燈節第四區
21273,信義區活動資訊看板_03_0220.png,元宵燈節第四區
21274,信義區活動資訊看板_04_0220.png,元宵燈節第四區
21277,Peas _music icon_0116-2.glb,元宵燈節第四區
21278,Peas _music icon_0116-3.glb,元宵燈節第四區
21279,acerpure-black.glb,acer 新年
21282,Commentator_210823A,光時代DEMO
21283,20221226 (3).jpg,acer 新年
21284,20221226 (4).jpg,acer 新年
21289,新年音樂.mp4,元宵燈節第一區
21290,新年音樂.mp4,元宵燈節第二區
21291,新年音樂.mp4,元宵燈節第四區
21292,長樹音效.mp4,元宵燈節第一區
21293,長樹音效.mp4,元宵燈節第二區
21294,長樹音效.mp4,元宵燈節第四區
21298,空總_gift_click hand_1223.glb,元宵燈節第二區
21299,空總_gift_click hand_1223-2.glb,元宵燈節第二區
21301,空總_gift_click hand_1223-3.glb,元宵燈節第二區
21302,空總_gift_click hand_1223.glb,元宵燈節第四區
21303,空總_gift_click hand_1223-2.glb,元宵燈節第四區
21304,空總_gift_click hand_1223-3.glb,元宵燈節第四區
21305,holiday predator_v2-2,acer 新年
21306,holiday predator_v2-3,acer 新年
21307,holiday predator_v2-4,acer 新年
21308,subway.glb,subway apocalypse 
21309,subway-2.glb,subway apocalypse 
21310,subway-3.glb,subway apocalypse 
21311,zombie walk.glb,subway apocalypse 
21312,zombie death.glb,subway apocalypse 
21313,360全景球.glb,subway apocalypse 
21314,tron-scene-without coin.glb,subway apocalypse 
21315,tron-scene-without coin-2.glb,subway apocalypse 
21316,zombie banner,subway apocalypse 
21317,下一關.png,subway apocalypse 
21318,地板1,夢想遊樂園
21319,地板2,夢想遊樂園
21320,地板3,夢想遊樂園
21321,地板4,夢想遊樂園
21322,地板5,夢想遊樂園
21323,地板6,夢想遊樂園
21324,長樹音效.mp4,夢想遊樂園
21327,TEAMGROUP_CF_AR TV Wall_0.8_2.mp4,元宵燈節第二區
21333,《星界幻想》8MB.mp4,元宵燈節第二區
21335,小光子-no shadow.glb,元宵燈節第一區
21336,找線索.png,元宵燈節第一區
21337,Peas _music icon_0116.glb,元宵燈節第一區
21338,Peas _music icon_0116.glb,元宵燈節第一區
21339,信義區活動資訊看板_03_0220.png,元宵燈節第一區
21340,信義區活動資訊看板_04_0220.png,元宵燈節第一區
21342,新威溫泉-scene-01,test
21343,新威溫泉-scan,test
21344,smoke-1,test
21345,smoke-2,test
21346,smoke-3,test
21351,0109_L6.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21352,0109_L5.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21353,0109_R3.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21354,R1_thick.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21355,0109_L8.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21356,0109_L3.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21357,L2_thick.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21358,0109_L1.glb,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21359,水母_1,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21360,水母_2,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21361,水母_3,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21362,精靈_藍色_飛_1,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21363,精靈_藍色_1,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21364,精靈_綠色_飛_1,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21365,精靈_綠色_1,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21366,精靈_藍色_飛_2,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21367,精靈_藍色_2,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21368,精靈_綠色_飛_2,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21369,精靈_綠色_2,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21370,精靈_藍色_3,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21371,精靈_綠色_飛_3,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21372,精靈_綠色_3,RC_23科技燈區_0201_上架用_輕量版_最後未使用
21381,Logo_googleplay,元宵燈節第二區
21382,Logo_appstore.png,元宵燈節第二區
21384,Team Logo-3_black_tw.jpg,元宵燈節第二區
21390,遮擋用,acer 新年
21391,遮擋,acer 新年
21395,postwar_city_-_exterior_scene.glb,kill zombie
21400, - ,acer 新年-複製
21401,遮擋用,acer 新年-複製
21402,holiday predator-4.glb,acer 新年-複製
21403,holiday predator-3.glb,acer 新年-複製
21404,holiday predator-2.glb,acer 新年-複製
21405,新年音樂.mp4,acer 新年-複製
21406,20221226 (4).jpg,acer 新年-複製
21407,20221226 (3).jpg,acer 新年-複製
21408,acerpure-black.glb,acer 新年-複製
21409,Predator_rotation_GR.mp4,acer 新年-複製
21410,nitro_logo-black.glb,acer 新年-複製
21411,nitro_logo.glb,acer 新年-複製
21412,ConceptD-logo-print-black.glb,acer 新年-複製
21413,Predator_hrz_blk.glb,acer 新年-複製
21414,Predator__vrt_blk.glb,acer 新年-複製
21415,rabbit_idel02_004_0104,acer 新年-複製
21416,rabbit_idel02_003_0104,acer 新年-複製
21417,pose01,acer 新年-複製
21418,holiday predator.glb,acer 新年-複製
21419,rabbit_idel01_004_0104,acer 新年-複製
21420,rabbit_idel01_003_0104,acer 新年-複製
21421,rabbit_idel01_002_0104,acer 新年-複製
21422,燈籠03_007_0105,acer 新年-複製
21423,燈籠03_006_0105,acer 新年-複製
21424,燈籠03_005_0105,acer 新年-複製
21425,燈籠03_003_0105,acer 新年-複製
21426,燈籠03_002_0105,acer 新年-複製
21427,燈籠02_004_0105,acer 新年-複製
21428,燈籠02_003_0105,acer 新年-複製
21429,rabbit_idle02_001_0104.glb,acer 新年-複製
21430,rabbit_idle01_001_0104.glb,acer 新年-複製
21441,燈籠出沒範圍.png,元宵燈節第一區
21442,燈籠出沒範圍.png,元宵燈節第二區
21443,燈籠出沒範圍.png,元宵燈節第四區
21449,燈籠出沒範圍.png,夢想遊樂園
21451,2.3视频1-v2.mp4,元宵燈節第四區
21453,S__54165816.jpg,元宵燈節第四區
21454,S__54165816.jpg,夢想遊樂園
21461,美聯社拿金幣,光宇宙之旅-昱德
21462,地幕2遮擋.glb,光宇宙之旅-昱德
21463,LightenAR,光宇宙之旅-昱德
21464,LightSpace,光宇宙之旅-昱德
21465,km20-render,光宇宙之旅-昱德
21466,Lig-logo,光宇宙之旅-昱德
21467,會展DEMO-2560,光宇宙之旅-昱德
21468,虛擬NPC藍光時代.mp4,光宇宙之旅-昱德
21469,高雄會展資訊球,光宇宙之旅-昱德
21470,光,光宇宙之旅-昱德
21471,高樹,光宇宙之旅-昱德
21472,販賣機,光宇宙之旅-昱德
21473,出口,光宇宙之旅-昱德
21474,戰情中心,光宇宙之旅-昱德
21475,minecraft-史蒂夫,光宇宙之旅-昱德
21476,天幕,光宇宙之旅-昱德
21477,minecraft-long-ezani,光宇宙之旅-昱德
21478,minecraft-馬,光宇宙之旅-昱德
21479,minecraft-鐵巨人,光宇宙之旅-昱德
21480,minecraft-長頸鹿-ezani,光宇宙之旅-昱德
21481,Cat_D_run(移動),光宇宙之旅-昱德
21482,笑臉球-2,光宇宙之旅-昱德
